z_height,convex_hull_areas,bounding_box_volumes
0.3121984378735564,0.4651266249061746,0.08987700620326282
0.214334954283935,0.528023772773852,0.08899129470988404
0.4824258885446527,1.0,0.705291522329629
0.4534803280021885,1.0,0.7021778012909166
0.32529289254650273,1.0,0.7510333904909743
0.22122671372599242,1.0,0.14211116853143022
0.08063401925916067,0.8574746182788403,0.05161576856320212
0.2246726263096796,1.0,0.626976361208778
0.3638869294529108,1.0,0.5442298766910924
0.4252239631215253,1.0,0.4438648106197031
0.21364575862213447,1.0,0.28304202710333937
0.4245348331850405,1.0,0.8823494926689024
0.263955891740546,0.4970967020491353,0.07569442474751477
0.369400363296683,1.0,0.5578910541068195
0.29841490255811143,1.0,0.4424242043411014
0.6257753163647,1.0,1.0
0.31495522052075836,1.0,0.2783417131351718
0.15368711627712092,1.0,0.302159356435616
0.16747070088655236,0.3056998237887526,0.033926824366163136
0.37146795028208457,1.0,0.5281248243231015
0.44796689415841584,1.0,0.47014574780828533
0.2674017057362593,1.0,0.40531724136587055
0.526533425020149,1.0,1.0
0.543762922213267,1.0,1.0
0.28738798557657946,1.0,0.5276723159653184
0.11233629672351073,1.0,0.08340322916029967
0.49827706013948553,1.0,0.7487061744517891
0.1750516559904108,0.8003275015172189,0.12265345269777571
0.35286012749068113,1.0,0.5278937819094787
0.2632666960787455,1.0,0.6879345219621583
0.4824258228193368,1.0,1.0
0.4927635934330547,1.0,1.0
0.20951068323930505,1.0,0.1604623866139882
0.44176426465284285,0.5760767503121549,0.20612400034634695
0.5416954009531809,1.0,1.0
0.43073742982795554,1.0,0.5220102270033525
0.46864233679787903,1.0,0.5072894992990886
0.4438318187755864,1.0,0.7685346038726364
0.3673328748992554,1.0,0.3949242959547178
0.16264646270458055,0.39167162248113035,0.04566712750329037
0.20330808659639013,0.5022836314005376,0.07580957939960226
0.20744312911656138,0.7025687524705476,0.11133294992915463
0.4321157882888987,1.0,0.6184190438029593
0.526533457882807,1.0,1.0
0.29910404892592524,1.0,0.6616134565734515
0.4217781162631542,1.0,0.4969369753052749
0.5375602927076943,1.0,0.6028750846933647
0.5175740785926893,1.0,1.0
0.34665743225979284,0.9798064879579108,0.2784976821527978
0.4879393881137407,1.0,0.4259284466060415
0.3032391571714122,1.0,0.5210138363939271
0.2984148532641245,1.0,0.5307980695464922
0.610613356862996,1.0,1.0
0.25223982839120035,0.7144580126067108,0.09966006763312127
0.7222605236500226,1.0,1.0
0.5968297722535651,1.0,1.0
0.29565813634223814,1.0,0.27982553645425734
0.41075118285029344,1.0,0.7652753921111134
0.21295656296033394,0.5860312637031484,0.07634227152360448
0.2625775004169451,1.0,0.40604297310392146
0.6175051820303703,1.0,1.0
0.3004824073868681,1.0,0.31290360609389406
0.33356301044950354,1.0,0.22498305785972852
0.2219159093877933,1.0,0.16398713424540828
0.6154375950449684,1.0,1.0
0.06960715157161554,0.5839082248496574,0.0352625647954948
0.2846312686546933,1.0,0.43145698360654505
0.4583045661841602,1.0,0.5388963030140506
0.5561681483617558,1.0,1.0
0.4824258885446523,1.0,1.0
0.4589938275712768,1.0,0.5759042169180069
0.15644383319900723,0.4464682242237898,0.04839426963587677
0.25775329509763084,0.9367071972606192,0.1358406419394429
0.669882869271525,1.0,1.0
0.5134389703472023,1.0,0.8899661613694295
0.2674018043242326,1.0,0.19485391697480287
0.713990372884364,1.0,1.0
0.45830456618416093,1.0,0.4355202041966899
0.23018606015345205,0.5030522063268322,0.06984647766189958
0.09303927827030686,0.9037490800358002,0.05966446478030759
0.3721570802185693,1.0,0.4945730001393752
0.347346627921593,1.0,0.23635417002022707
0.4906960393103114,1.0,0.6069851019399573
0.5348035757858075,1.0,1.0
0.48449340980473854,1.0,0.9312781555016332
0.36802203769839803,1.0,0.27770517550976603
0.4679531411360788,1.0,0.8055272013849215
0.48656099679013987,1.0,0.6433231678572765
0.3487250192451943,1.0,0.9195308910673313
0.3232253384237588,0.8928154114327747,0.25870037795343953
0.2274293760942238,1.0,0.25356821113420674
0.4521020024039033,1.0,0.4756586094974664
0.47484499916611056,1.0,0.9111503511278495
0.34183319407782015,1.0,0.2469147642036236
0.193659528075801,0.5402387579656905,0.06661681911076968
0.26533425020148915,1.0,0.4050932480288339
0.5327360216630642,1.0,0.9387916143891998
0.4541695893893049,1.0,0.585713707514879
0.5017229398605142,1.0,1.0
0.5423845637523242,1.0,0.5102275128237911
0.052377654378497306,0.08045099304180335,0.003506369327188076
0.07029628150810023,0.0947580015992263,0.0052056633767491615
0.08270154051924643,0.10374402039267394,0.006879358341662348
0.05237768724115522,0.08434795237254845,0.004181940925454803
0.06133698437462773,0.11742497936778044,0.005807139806816931
0.032391440263492666,0.0827693884304658,0.0028153650190447022
0.045485862073781594,0.07365116535286301,0.0020238498922543857
0.04135078669095217,0.07567499246185982,0.0030226579224160617
0.06753959744887186,0.054485981274106296,0.002810546214092561
0.03445899438623646,0.06339132312086435,0.001997698585840925
0.08270157338190434,0.14129339015685183,0.008492634267137244
0.043418307951037925,0.09523383671594443,0.0041463983851118096
0.07374222695444496,0.07479233094312368,0.003669666428179453
0.03514815718537907,0.08811317543381163,0.004013272355491463
0.057891088222269876,0.13115469357315518,0.005797018553180435
0.06133693508064086,0.07348527879877047,0.003838930802615792
0.0647829133896435,0.047537097704971124,0.002245673111878553
0.04135078669095217,0.07804603239307838,0.0028801404478498087
0.05375601283944045,0.057741055039380595,0.00254593632685809
0.03721567844546483,0.07358792500814544,0.002708170521609053
0.04203991662743687,0.06296166596064684,0.0014942107958151928
0.05306678431498188,0.06780516794727971,0.0028503303705445966
0.082701606244562,0.07771245095288666,0.004428336688044419
0.05168845871669678,0.0790104644433468,0.0038143929618280857
0.07580974821453072,0.1209122174094987,0.0065068719530928555
0.0647829133896435,0.06968279211074492,0.004199338339503305
0.057891088222269876,0.0718245001084047,0.003428633374063474
0.057891088222269876,0.13922453808818067,0.006179527235004732
0.06133700080595619,0.05980648793651009,0.003351579880897333
0.0682287931106724,0.09979656877506347,0.00586311815926285
0.050999295917554165,0.07999520712946598,0.0035798402659965793
0.055823566962184115,0.09072665288815729,0.005781233046920799
0.045485862073781594,0.08139343717574325,0.004009951183533215
0.07029634723341643,0.10141568646371958,0.005569941847484504
0.05651276262398465,0.09223057919477796,0.004695621434004729
0.08063401925916067,0.09961645754367517,0.005866520579531416
0.05031010025575364,0.08062552372704611,0.0026216978487081074
0.03721567844546483,0.0627177453899327,0.002143210706540729
0.04824257899566788,0.05359561462125744,0.0026933516662098157
0.06822876024801461,0.07706692595591715,0.003453711586690097
0.05651272976132673,0.08425494883901684,0.0031290684641169485
0.03376976586177802,0.06538020622710881,0.001874478144385493
0.05306681717763992,0.07175197547087453,0.0028242151937201733
0.09372844106944947,0.07922512548246852,0.00410300394986063
0.061337000805956686,0.08869877548088234,0.003928789485873335
0.07856649799907492,0.058438293965762764,0.003793760141169383
0.04617505773558213,0.06526530437623532,0.0024981121143949334
0.09097169128490515,0.09243341886565269,0.004684313116271413
0.0640937177278426,0.07846325011898322,0.004023152788346836
0.06133696794329877,0.07474070725991813,0.0027176031559204357
0.036526515646322213,0.08082990238559382,0.0029460245480032897
0.05031010025575364,0.08029570669266298,0.0032174395753084674
0.06685040178707134,0.14058269303732682,0.007885643140977441
0.04272917801455298,0.056349200264340406,0.0021443340049824983
0.012405226148488277,0.05117024037250754,0.0010026061595823064
0.03376976586177789,0.08184847319287859,0.0026909500251228796
0.07649897673898941,0.12261962430100164,0.007713140183957336
0.035837319984521686,0.0844951331823089,0.003164011035930453
0.0675396303115299,0.07157044037277795,0.003098469388259486
0.024810452296976555,0.0571044941002256,0.001897344990706846
0.04410747075018054,0.072480087271801,0.002716750043640014
0.0682287931106724,0.08507194525062191,0.00410557349788503
0.06891798877247292,0.12381407151356143,0.006512889538181237
0.0,0.025717782030028426,0.0
0.055823566962184115,0.10275982449280978,0.003934754770292919
0.05651276262398477,0.07033762027323694,0.0028799392257262395
0.07787730233727438,0.08156787174135732,0.004007576151564805
0.03376979872443593,0.06551667748013217,0.0018707151725595545
0.07374225981710288,0.10882274719025214,0.005664212012452947
0.054445208501240974,0.09160953687397136,0.00492230080648701
0.03790487410726536,0.06961489184459597,0.0026921859906461347
0.04755338333386735,0.09225377809656402,0.004127758258753833
0.05582356696218387,0.06612821316673062,0.0025952237037423745
0.04135078669095217,0.06881353335661647,0.0021364378337459275
0.05720189256046947,0.06554001111795976,0.0026003235864730566
0.048931741794810496,0.0519706880521222,0.0018173461229703267
0.05444524136389877,0.10330730132254701,0.005010389153907042
0.044796666411981066,0.08374967780008369,0.003889724963332857
0.08821504008833495,0.06725559731886895,0.00500911715855571
0.05031010025575364,0.07099092170175299,0.0030804166486188196
0.03170224460169226,0.06610773537399373,0.0022911592195723287
0.042039949490094784,0.10703984271621568,0.005006323894980069
0.03790487410726536,0.08369406897098342,0.0029365786634550253
0.06822876024801461,0.09667799722976558,0.005545797354408985
0.078566465136417,0.10302292823450912,0.006521560785356276
0.05720189256046934,0.1253431629492319,0.006544242897253894
0.03239144026349279,0.07614081451914452,0.0024501127823994876
0.04272917801455298,0.0990926369222166,0.0041536839369883255
0.0627153264042419,0.09905458304950238,0.005465262388522074
0.06685046751238717,0.10499912700664579,0.005130191081477332
0.05031010025575364,0.08115423377654848,0.0030544113406842893
0.0854583231664483,0.07769513008179871,0.004012388731356016
0.05995864234501351,0.07852548586968632,0.003958521283200926
0.05720192542312726,0.07361831866678491,0.00288615756879541
0.05168845871669678,0.1149845298352897,0.005695780101498938
0.045485862073781594,0.04551840340060854,0.0015629270713601936
0.052377654378497306,0.08118615417151437,0.0033938088591612915
0.03721567844546483,0.08389227615616306,0.0029343479059278756
0.04755341619652527,0.07217314487787768,0.0033478586970679424
0.024810419434318637,0.09191654318398214,0.002608998537449652
0.0854582738724617,0.12265170795426857,0.015145149931869377
0.09786354931493682,1.0,0.32742177044027176
0.1371467490204874,0.21250063330176602,0.026793811326647262
0.06064783800681407,0.13762711963775234,0.011112354896984826
0.15299792061532042,1.0,1.0
0.119917317552685,0.05133567293372681,0.002598901864474133
0.104066145957852,0.03777270068664938,0.003512519275596995
0.1268090769947428,0.5094473761556397,0.0440776414344676
0.129565810347958,1.0,0.3333280055073746
0.19572706576721569,0.2668573559622188,0.035751736757628425
0.16747070088655236,0.7743672196645459,0.12030966049239411
0.06685043464972926,0.030508255231982508,0.0013396792930011154
0.09097169128490527,0.06280193659881939,0.004144332551473148
0.21433492142127708,1.0,1.0
0.06616125541925769,0.05302663086066876,0.002871876463728533
