z_height,shape_ratios,convex_hull_areas,bounding_box_volumes,linearity,planarity,sphericity,anisotropy,eigentropy,omnivariance,eigenvalue_sum,varticality,average_width
0.3121984378735564,1.0,0.4651266249061746,0.08987700620326282,0.6542337353604186,0.7741531315594342,0.020226428844413172,0.9477366449588266,0.13902117721495563,0.13236145443123978,0.0,0.9997792268345337,0.18173075589294538
0.214334954283935,0.27716140133223716,0.528023772773852,0.08899129470988404,0.5667841878596712,0.6380547368763156,0.12281788461620231,0.8690771838869569,0.12228725412329466,0.24489902593832527,0.0,1.0,0.22007418134008153
0.4824258885446527,0.5316501916988998,1.0,0.705291522329629,0.6649986456082864,0.7174468978160532,0.21145513930545154,0.8861797825061462,0.10339929022135522,0.20179021630633695,0.0,0.0,0.1582405333153371
0.4534803280021885,0.4681402353970215,1.0,0.7021778012909166,0.496780245662397,0.6186128491172874,0.2810128781267889,0.7595662292967618,0.0808969959586419,0.486354988543498,0.0,0.0,0.1948876824116627
0.32529289254650273,0.29420237935985055,1.0,0.7510333904909743,0.5299454975434432,0.8245345009103344,0.05891670266384219,0.9422203765708617,0.14233908008989377,0.13616449389416013,0.0,0.0,0.1624662919065752
0.22122671372599242,0.9373056353031598,1.0,0.14211116853143022,0.5307729152134574,0.7074535607724438,0.1774771486210777,0.8849779672253849,0.08663773715435151,0.29901690157771027,0.0,0.0,0.14071638460837851
0.08063401925916067,0.44200523787927554,0.8574746182788403,0.05161576856320212,0.6156733887087059,0.7746055288605603,0.06415516185931218,0.9980868027131089,0.1291106766089744,0.18590898071296122,0.0,0.0,0.0
0.2246726263096796,0.7831098801440146,1.0,0.626976361208778,0.538640832559611,0.7248561525784263,0.08223414299030893,0.9192440495627708,0.13946467853503383,0.13110500648517392,0.0,0.0,0.22174430882140042
0.3638869294529108,0.7411336346487843,1.0,0.5442298766910924,0.5675213735608003,0.7198423627062062,0.1151324528575614,0.9318396980486369,0.10581309691991683,0.29163054737513616,0.0,0.0,0.18087748099493436
0.4252239631215253,0.985811495760522,1.0,0.4438648106197031,0.5320840812624003,0.6272252682635465,0.1603956682938049,0.8703096948081742,0.10319846761703977,0.3388725778193938,0.0,0.0,0.2784441121914985
0.21364575862213447,0.6403473065259384,1.0,0.28304202710333937,0.6319099347733973,0.7699962067721942,0.04437343007949198,0.9778838685744989,0.14046304218748287,0.056327235566572584,0.0,0.0,0.06509121888453329
0.4245348331850405,0.5475519192767139,1.0,0.8823494926689024,0.5418645722014394,0.6369978231901252,0.22249487915959432,0.805294012731845,0.23951119855937514,0.23643085464812305,0.0,0.0,0.20251379886882376
0.263955891740546,0.306682409919006,0.4970967020491353,0.07569442474751477,0.5841676526544965,0.6852760893510096,0.14899840050505042,0.8552519596611797,0.10408742948852874,0.2618804210950795,0.0,0.0,0.2290362775046027
0.369400363296683,0.4043029654116211,1.0,0.5578910541068195,0.6038067450069112,0.7571761739092852,0.059770367711402754,0.9464099132162472,0.1171227346425383,0.22180189846483128,0.0,0.0,0.3410219650871589
0.29841490255811143,0.41701734736964435,1.0,0.4424242043411014,0.5850319859069969,0.729713834849105,0.02069499640198142,0.9684655404023876,0.25024317539176366,0.0929161722752194,0.0,0.0,0.19207126646221032
0.6257753163647,0.375374853253289,1.0,1.0,0.5971344433802096,0.7363637251990858,0.08692061997590357,0.9151244571685437,0.12637347538872945,0.08268688810923012,0.0,0.0,0.17850397583487693
0.31495522052075836,0.33176959191356953,1.0,0.2783417131351718,0.535418606648277,0.6747295987668467,0.15218735420469579,0.8581636126382088,0.0871518638236277,0.3564885175360204,0.0,0.0,0.10701140687407354
0.15368711627712092,0.1854110610614957,1.0,0.302159356435616,0.5775314675647937,0.7768867850977378,0.017390363785261185,0.866391179997658,0.13157125455568877,0.15007767315682716,0.0,0.0,0.18931202698509056
0.16747070088655236,0.8471599879629483,0.3056998237887526,0.033926824366163136,0.577117608546033,0.5978772977539564,0.12702294109448342,0.829169715545649,0.24060434630818553,0.16367798445744675,0.0,0.0,0.4282308933552839
0.37146795028208457,0.4632847742388748,1.0,0.5281248243231015,0.5690721254652574,0.6517017946610536,0.10899870765326505,0.857314606560449,0.16184146731922192,0.27987225366466834,0.0,0.0,0.23359450579823568
